"","occurrenceID","eventID","basisOfRecord","institutionCode","collectionCode","datasetName","ownerInstitutionCode","language","scientificName","kingdom","phylum","class","order","family","genus","taxonRank"
"502","CSIC-EEZ:SERPAM:AMOLADERAS_A20_QS_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A20_QS_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"503","CSIC-EEZ:SERPAM:AMOLADERAS_A20_QE_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A20_QE_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"504","CSIC-EEZ:SERPAM:AMOLADERAS_A20_QW_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A20_QW_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"505","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"506","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"507","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"508","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"509","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"511","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"512","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"513","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"515","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"516","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"517","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"518","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"519","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"520","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"521","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"522","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"523","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"524","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"525","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"526","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"527","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"528","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"529","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"530","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"531","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"532","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"533","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"534","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"535","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"536","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"537","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"538","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"539","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"540","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"541","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"542","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"543","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"544","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"545","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"546","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"547","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"548","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"549","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"550","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"551","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"552","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"553","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"554","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"555","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"556","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"557","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QN_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"558","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QS_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"559","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QE_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"560","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A23_QW_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"561","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"562","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"563","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"564","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"565","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"566","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"567","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"568","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"569","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"570","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"571","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"572","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"573","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"574","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QS_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"575","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QW_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"576","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QN_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"577","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A22_QE_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
