"","measurementID","eventID","parentEventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementDeterminedDate","measurementRemarks"
"1350","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20200312_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","diversity index",0.82017845238947,NA,"Point-Quadrat. Shannon Index","20200312","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1351","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","bare soil cover",1,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1352","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","musk/lichen cover",1,"percentage","Point-Quadrat","20220510",NA
"1353","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","vegetation cover",72,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1354","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","total specific cover",72,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1355","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","plant species richness",6,"total number","Point-Quadrat. Number of species","20220510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1356","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","diversity index",0.793958722015901,NA,"Point-Quadrat. Shannon Index","20220510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1357","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","bare soil cover",5,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1358","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","musk/lichen cover",NA,"percentage","Point-Quadrat","20230411",NA
"1359","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","vegetation cover",70,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1360","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","total specific cover",76,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1361","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","plant species richness",5,"total number","Point-Quadrat. Number of species","20230411","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1362","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2","diversity index",1.21880604451667,NA,"Point-Quadrat. Shannon Index","20230411","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1363","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",3,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1364","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",43,"percentage","Point-Quadrat","20100415",NA
"1365","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",88,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1366","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",124,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1367","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",8,"total number","Point-Quadrat. Number of species","20100415","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1368","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",1.1829362001671,NA,"Point-Quadrat. Shannon Index","20100415","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1369","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1370","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",9,"percentage","Point-Quadrat","20110405",NA
"1371","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",96,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1372","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",138,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1373","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",8,"total number","Point-Quadrat. Number of species","20110405","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1374","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",1.18362890617162,NA,"Point-Quadrat. Shannon Index","20110405","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1375","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",2,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1376","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",20,"percentage","Point-Quadrat","20130401",NA
"1377","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",66,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1378","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",82,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1379","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",12,"total number","Point-Quadrat. Number of species","20130401","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1380","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",2.01883258934051,NA,"Point-Quadrat. Shannon Index","20130401","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1381","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",4,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1382","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",23,"percentage","Point-Quadrat","20140408",NA
"1383","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",18,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1384","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",18,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1385","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",3,"total number","Point-Quadrat. Number of species","20140408","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1386","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",0.936888307539016,NA,"Point-Quadrat. Shannon Index","20140408","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1387","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",9,"percentage","Point-Quadrat","20150514","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1388","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",NA,"percentage","Point-Quadrat","20150514",NA
"1389","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",76,"percentage","Point-Quadrat","20150514","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1390","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",108,"percentage","Point-Quadrat","20150514","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1391","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",13,"total number","Point-Quadrat. Number of species","20150514","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1392","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",2.12655637630288,NA,"Point-Quadrat. Shannon Index","20150514","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1393","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",18,"percentage","Point-Quadrat","20160318","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1394","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",6,"percentage","Point-Quadrat","20160318",NA
"1395","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",40,"percentage","Point-Quadrat","20160318","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1396","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",44,"percentage","Point-Quadrat","20160318","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1397","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",4,"total number","Point-Quadrat. Number of species","20160318","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1398","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",1.07292087629738,NA,"Point-Quadrat. Shannon Index","20160318","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1399","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",2,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1400","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",4,"percentage","Point-Quadrat","20170404",NA
"1401","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",88,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1402","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",146,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1403","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",14,"total number","Point-Quadrat. Number of species","20170404","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",2.10786943720846,NA,"Point-Quadrat. Shannon Index","20170404","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1405","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",6,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1406","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",6,"percentage","Point-Quadrat","20190510",NA
"1407","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",44,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1408","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",44,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1409","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",1,"total number","Point-Quadrat. Number of species","20190510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1410","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",0,NA,"Point-Quadrat. Shannon Index","20190510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1411","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",2,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1412","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",2,"percentage","Point-Quadrat","20200312",NA
"1413","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",92,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1414","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",142,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",11,"total number","Point-Quadrat. Number of species","20200312","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1416","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",1.49658910015538,NA,"Point-Quadrat. Shannon Index","20200312","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1417","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",1,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1418","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",NA,"percentage","Point-Quadrat","20210420",NA
"1419","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",64,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",66,"percentage","Point-Quadrat","20210420","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1421","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",4,"total number","Point-Quadrat. Number of species","20210420","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1422","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",0.404509941773612,NA,"Point-Quadrat. Shannon Index","20210420","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1423","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","bare soil cover",5,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1424","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","musk/lichen cover",6,"percentage","Point-Quadrat","20220510",NA
"1425","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","vegetation cover",52,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1426","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","total specific cover",58,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1427","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","plant species richness",6,"total number","Point-Quadrat. Number of species","20220510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1428","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1","diversity index",1.22060616399562,NA,"Point-Quadrat. Shannon Index","20220510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1429","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","bare soil cover",1,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/22064"
"1430","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","musk/lichen cover",39,"percentage","Point-Quadrat","20100415",NA
"1431","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","vegetation cover",92,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1432","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","total specific cover",122,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"1433","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","plant species richness",8,"total number","Point-Quadrat. Number of species","20100415","https://vocabs.lter-europe.net/envthes/en/page/22196"
"1434","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","diversity index",1.0902903562649,NA,"Point-Quadrat. Shannon Index","20100415","https://vocabs.lter-europe.net/envthes/en/page/21513"
"1435","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20120315_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2","bare soil cover",2,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/22064"
