eventID,parentEventID,eventDate,samplingProtocol,sampleSizeValue,sampleSizeUnit,footprintWKT,footprintSRS,countryCode,stateProvinde,municipality,location,fieldNumber,fieldNotes
CSIC-EEZ:SERPAM:AMOLADERAS_A25_QW,CSIC-EEZ:SERPAM:AMOLADERAS_A25,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243667 36.83806, -2.243663 36.83807, -2.243659 36.83806, -2.243663 36.83806, -2.243667 36.83806))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A25_QN,CSIC-EEZ:SERPAM:AMOLADERAS_A25,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243653 36.83806, -2.243657 36.83806, -2.243654 36.83807, -2.24365 36.83806, -2.243653 36.83806))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A25_QE,CSIC-EEZ:SERPAM:AMOLADERAS_A25,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243657 36.83806, -2.243653 36.83806, -2.243649 36.83806, -2.243653 36.83805, -2.243657 36.83806))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A25_QS,CSIC-EEZ:SERPAM:AMOLADERAS_A25,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243662 36.83806, -2.243658 36.83806, -2.243661 36.83805, -2.243666 36.83805, -2.243662 36.83806))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A27_QN,CSIC-EEZ:SERPAM:AMOLADERAS_A27,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243559 36.83811, -2.243554 36.83811, -2.243552 36.8381, -2.243558 36.8381, -2.243559 36.83811))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A27_QW,CSIC-EEZ:SERPAM:AMOLADERAS_A27,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243551 36.8381, -2.243551 36.8381, -2.243546 36.8381, -2.243545 36.8381, -2.243551 36.8381))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A27_QS,CSIC-EEZ:SERPAM:AMOLADERAS_A27,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.24355 36.83809, -2.243556 36.83809, -2.243557 36.83809, -2.243551 36.8381, -2.24355 36.83809))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A27_QE,CSIC-EEZ:SERPAM:AMOLADERAS_A27,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243558 36.8381, -2.243563 36.83809, -2.243564 36.8381, -2.243558 36.8381, -2.243558 36.8381))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A26_QN,CSIC-EEZ:SERPAM:AMOLADERAS_A26,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243636 36.83812, -2.24363 36.83812, -2.243631 36.83812, -2.243636 36.83812, -2.243636 36.83812))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A26_QE,CSIC-EEZ:SERPAM:AMOLADERAS_A26,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243629 36.83812, -2.243628 36.83812, -2.243623 36.83812, -2.243623 36.83811, -2.243629 36.83812))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A26_QS,CSIC-EEZ:SERPAM:AMOLADERAS_A26,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243637 36.83811, -2.243631 36.83811, -2.243631 36.83811, -2.243637 36.83811, -2.243637 36.83811))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A26_QW,CSIC-EEZ:SERPAM:AMOLADERAS_A26,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.243638 36.83812, -2.243638 36.83811, -2.243643 36.83811, -2.243643 36.83812, -2.243638 36.83812))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A20_QE,CSIC-EEZ:SERPAM:AMOLADERAS_A20,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.250977 36.83237, -2.250971 36.83237, -2.250972 36.83237, -2.250977 36.83237, -2.250977 36.83237))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A30_QW,CSIC-EEZ:SERPAM:AMOLADERAS_A30,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.246521 36.83573, -2.246522 36.83573, -2.246516 36.83573, -2.246515 36.83573, -2.246521 36.83573))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A30_QN,CSIC-EEZ:SERPAM:AMOLADERAS_A30,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.24651 36.83573, -2.246515 36.83573, -2.246517 36.83574, -2.246511 36.83574, -2.24651 36.83573))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A30_QE,CSIC-EEZ:SERPAM:AMOLADERAS_A30,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.246508 36.83573, -2.246509 36.83573, -2.246504 36.83573, -2.246502 36.83573, -2.246508 36.83573))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A30_QS,CSIC-EEZ:SERPAM:AMOLADERAS_A30,NA,Quadrat count,0.25,m^2,"POLYGON ((-2.246509 36.83573, -2.246508 36.83572, -2.246513 36.83572, -2.246514 36.83573, -2.246509 36.83573))",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A11,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254738 36.83183, -2.254741 36.83181, -2.254741 36.83181, -2.254741 36.83181)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 1 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A11,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254729 36.83182, -2.254751 36.83182, -2.254751 36.83182, -2.254751 36.83182)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 1 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A10,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254716 36.83179, -2.254718 36.8318)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 1 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A10,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254727 36.83179, -2.254705 36.8318)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 1 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A14,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254617 36.83185, -2.254615 36.83183)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 1 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A14,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254627 36.83184, -2.254605 36.83184)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 1 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A13,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254724 36.83189, -2.254731 36.83188)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 2 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A13,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.254738 36.83189, -2.254716 36.83188)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 2 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A15,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.255239 36.83204, -2.255217 36.83204)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 2 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A15,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.255233 36.83205, -2.255225 36.83203)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 2 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A16,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.255175 36.83213, -2.255181 36.83211)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 2 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A16,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.255188 36.83212, -2.255166 36.83211)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 2 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A20,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.250987 36.83238, -2.250974 36.83236)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A20,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.250972 36.83238, -2.250989 36.83237)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A21,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.251017 36.83246, -2.251023 36.83244)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A21,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.251031 36.83245, -2.25101 36.83245)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A19,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.250915 36.83255, -2.250893 36.83255)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A19,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.250905 36.83256, -2.250904 36.83254)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 3 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A24,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.248541 36.83452, -2.248539 36.83451)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 4 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A24,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.24855 36.83451, -2.248528 36.83452)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 4 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A23,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.248753 36.83452, -2.248731 36.83452)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 4 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A23,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.248744 36.83453, -2.248743 36.83451)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 4 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A22,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.24872 36.83463, -2.248698 36.83463)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 4 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A22,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.248712 36.83464, -2.248707 36.83462)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 4 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A28,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.246647 36.83585, -2.246625 36.83584)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A28,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.246634 36.83585, -2.24664 36.83584)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A29,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.246624 36.83576, -2.246605 36.83575)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A29,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.246608 36.83576, -2.246621 36.83575)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A25,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.243669 36.83806, -2.243647 36.83806)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A25,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.243659 36.83807, -2.243657 36.83805)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A26,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.243641 36.83812, -2.243625 36.83811)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A26,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.243625 36.83812, -2.243641 36.83811)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C+,livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A27,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.243563 36.8381, -2.243545 36.83809)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A27,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.243548 36.83811, -2.243561 36.83809)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 5 | G-C-,rabbit and livestock excluded
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1,CSIC-EEZ:SERPAM:AMOLADERAS_A30,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.246521 36.83574, -2.246502 36.83573)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2,CSIC-EEZ:SERPAM:AMOLADERAS_A30,NA,Point Quadrat Transect,2,m,"LINESTRING (-2.246506 36.83574, -2.246518 36.83572)",epsg:4326,ES,AL,Cabo de Gata,Amoladeras,Bloque 6 | G+C+,"herbivorism (sheep, rabbit)"
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20100323,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2010-03-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20100323,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2010-03-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20100323,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2010-03-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20100323,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2010-03-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20110208,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2011-02-08,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20110208,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2011-02-08,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20110208,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2011-02-08,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20110208,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2011-02-08,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20120121,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2012-01-21,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20120121,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2012-01-21,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20120121,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2012-01-21,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20120121,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2012-01-21,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20130116,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2013-01-16,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20130116,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2013-01-16,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20130116,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2013-01-16,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20130116,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2013-01-16,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20140115,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2014-01-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20140115,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2014-01-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20140115,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2014-01-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20140115,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2014-01-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20150123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2015-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20150123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2015-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20150123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2015-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20150123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2015-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20151215,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2015-12-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20151215,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2015-12-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20151215,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2015-12-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20151215,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2015-12-15,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20170126,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2017-01-26,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20170126,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2017-01-26,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20170126,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2017-01-26,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20170126,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2017-01-26,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20180123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2018-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20180123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2018-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20180123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2018-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20180123,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2018-01-23,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20190124,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2019-01-24,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20190124,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2019-01-24,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20190124,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2019-01-24,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20190124,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2019-01-24,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20200204,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2020-02-04,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20200204,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2020-02-04,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20200204,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2020-02-04,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20200204,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2020-02-04,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN_20210211,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QN,2021-02-11,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS_20210211,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QS,2021-02-11,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE_20210211,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QE,2021-02-11,Quadrat count,0.25,m^2,,,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW_20210211,CSIC-EEZ:SERPAM:AMOLADERAS_A10_QW,2021-02-11,Quadrat count,0.25,m^2,,,,,,,,
